Exam,Year,PaperOrSection,QuestionNumber,PageStart,SourceFile,QuestionLink,SolutionLink_Official,SolutionLink_Answers,SolutionLink_Worked,Topic,Subtopic,ESAT_Module,ESAT_SpecRef,ESAT_Strict,ESAT_Broad,PAT_SpecRef,PAT_Compatibility_Strict,PAT_Compatibility_Broad,Notes,PublicQuestionURL,PublicSolutionURL_Official,PublicSolutionURL_Answers,PublicSolutionURL_Worked
ENGAA,2018,Section 1,6,7,ENGAA 2018 Section 1.pdf,ENGAA 2018 Section 1.pdf#page=7,ENGAA-2018-Section-1-Solutions.pdf#page=6,,,,,,,,,,,,,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-1.pdf#page=7,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-2-Solutions.pdf#page=6,,
ENGAA,2018,Section 1,7,8,ENGAA 2018 Section 1.pdf,ENGAA 2018 Section 1.pdf#page=8,ENGAA-2018-Section-1-Solutions.pdf#page=7,,,,,,,,,,,,,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-1.pdf#page=8,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-2-Solutions.pdf#page=7,,
ENGAA,2018,Section 1,8,9,ENGAA 2018 Section 1.pdf,ENGAA 2018 Section 1.pdf#page=9,ENGAA-2018-Section-1-Solutions.pdf#page=8,,,,,,,,,,,,,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-1.pdf#page=9,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-2-Solutions.pdf#page=8,,
ENGAA,2018,Section 1,9,31,ENGAA 2018 Section 1.pdf,ENGAA 2018 Section 1.pdf#page=31,ENGAA-2018-Section-1-Solutions.pdf#page=29,,,,,,,,,,,,,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-1.pdf#page=31,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-2-Solutions.pdf#page=29,,
ENGAA,2018,Section 1,10,11,ENGAA 2018 Section 1.pdf,ENGAA 2018 Section 1.pdf#page=11,ENGAA-2018-Section-1-Solutions.pdf#page=10,,,,,,,,,,,,,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-1.pdf#page=11,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-2-Solutions.pdf#page=10,,
ENGAA,2018,Section 1,11,11,ENGAA 2018 Section 1.pdf,ENGAA 2018 Section 1.pdf#page=11,ENGAA-2018-Section-1-Solutions.pdf#page=10,,,,,,,,,,,,,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-1.pdf#page=11,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-2-Solutions.pdf#page=10,,
ENGAA,2018,Section 1,12,12,ENGAA 2018 Section 1.pdf,ENGAA 2018 Section 1.pdf#page=12,ENGAA-2018-Section-1-Solutions.pdf#page=11,,,,,,,,,,,,,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-1.pdf#page=12,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-2-Solutions.pdf#page=11,,
ENGAA,2018,Section 1,13,12,ENGAA 2018 Section 1.pdf,ENGAA 2018 Section 1.pdf#page=12,ENGAA-2018-Section-1-Solutions.pdf#page=11,,,,,,,,,,,,,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-1.pdf#page=12,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-2-Solutions.pdf#page=11,,
ENGAA,2018,Section 1,14,13,ENGAA 2018 Section 1.pdf,ENGAA 2018 Section 1.pdf#page=13,ENGAA-2018-Section-1-Solutions.pdf#page=12,,,,,,,,,,,,,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-1.pdf#page=13,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-2-Solutions.pdf#page=12,,
ENGAA,2018,Section 1,15,14,ENGAA 2018 Section 1.pdf,ENGAA 2018 Section 1.pdf#page=14,ENGAA-2018-Section-1-Solutions.pdf#page=13,,,,,,,,,,,,,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-1.pdf#page=14,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-2-Solutions.pdf#page=13,,
ENGAA,2018,Section 1,16,15,ENGAA 2018 Section 1.pdf,ENGAA 2018 Section 1.pdf#page=15,ENGAA-2018-Section-1-Solutions.pdf#page=14,,,,,,,,,,,,,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-1.pdf#page=15,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-2-Solutions.pdf#page=14,,
ENGAA,2018,Section 1,17,15,ENGAA 2018 Section 1.pdf,ENGAA 2018 Section 1.pdf#page=15,ENGAA-2018-Section-1-Solutions.pdf#page=14,,,,,,,,,,,,,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-1.pdf#page=15,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-2-Solutions.pdf#page=14,,
ENGAA,2018,Section 1,18,16,ENGAA 2018 Section 1.pdf,ENGAA 2018 Section 1.pdf#page=16,ENGAA-2018-Section-1-Solutions.pdf#page=15,,,,,,,,,,,,,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-1.pdf#page=16,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-2-Solutions.pdf#page=15,,
ENGAA,2018,Section 1,19,16,ENGAA 2018 Section 1.pdf,ENGAA 2018 Section 1.pdf#page=16,ENGAA-2018-Section-1-Solutions.pdf#page=15,,,,,,,,,,,,,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-1.pdf#page=16,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-2-Solutions.pdf#page=15,,
ENGAA,2018,Section 1,20,17,ENGAA 2018 Section 1.pdf,ENGAA 2018 Section 1.pdf#page=17,ENGAA-2018-Section-1-Solutions.pdf#page=16,,,,,,,,,,,,,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-1.pdf#page=17,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-2-Solutions.pdf#page=16,,
ENGAA,2018,Section 1,21,18,ENGAA 2018 Section 1.pdf,ENGAA 2018 Section 1.pdf#page=18,ENGAA-2018-Section-1-Solutions.pdf#page=17,,,,,,,,,,,,,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-1.pdf#page=18,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-2-Solutions.pdf#page=17,,
ENGAA,2018,Section 1,22,19,ENGAA 2018 Section 1.pdf,ENGAA 2018 Section 1.pdf#page=19,ENGAA-2018-Section-1-Solutions.pdf#page=18,,,,,,,,,,,,,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-1.pdf#page=19,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-2-Solutions.pdf#page=18,,
ENGAA,2018,Section 1,24,21,ENGAA 2018 Section 1.pdf,ENGAA 2018 Section 1.pdf#page=21,ENGAA-2018-Section-1-Solutions.pdf#page=20,,,,,,,,,,,,,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-1.pdf#page=21,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-2-Solutions.pdf#page=20,,
ENGAA,2018,Section 1,25,22,ENGAA 2018 Section 1.pdf,ENGAA 2018 Section 1.pdf#page=22,ENGAA-2018-Section-1-Solutions.pdf#page=21,,,,,,,,,,,,,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-1.pdf#page=22,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-2-Solutions.pdf#page=21,,
ENGAA,2018,Section 1,26,23,ENGAA 2018 Section 1.pdf,ENGAA 2018 Section 1.pdf#page=23,ENGAA-2018-Section-1-Solutions.pdf#page=22,,,,,,,,,,,,,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-1.pdf#page=23,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-2-Solutions.pdf#page=22,,
ENGAA,2018,Section 1,27,24,ENGAA 2018 Section 1.pdf,ENGAA 2018 Section 1.pdf#page=24,ENGAA-2018-Section-1-Solutions.pdf#page=23,,,,,,,,,,,,,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-1.pdf#page=24,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-2-Solutions.pdf#page=23,,
ENGAA,2018,Section 1,28,25,ENGAA 2018 Section 1.pdf,ENGAA 2018 Section 1.pdf#page=25,ENGAA-2018-Section-1-Solutions.pdf#page=24,,,,,,,,,,,,,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-1.pdf#page=25,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-2-Solutions.pdf#page=24,,
ENGAA,2018,Section 1,29,28,ENGAA 2018 Section 1.pdf,ENGAA 2018 Section 1.pdf#page=28,ENGAA-2018-Section-1-Solutions.pdf#page=26,,,,,,,,,,,,,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-1.pdf#page=28,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-2-Solutions.pdf#page=26,,
ENGAA,2018,Section 1,30,28,ENGAA 2018 Section 1.pdf,ENGAA 2018 Section 1.pdf#page=28,ENGAA-2018-Section-1-Solutions.pdf#page=26,,,,,,,,,,,,,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-1.pdf#page=28,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-2-Solutions.pdf#page=26,,
ENGAA,2018,Section 1,31,29,ENGAA 2018 Section 1.pdf,ENGAA 2018 Section 1.pdf#page=29,ENGAA-2018-Section-1-Solutions.pdf#page=27,,,,,,,,,,,,,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-1.pdf#page=29,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-2-Solutions.pdf#page=27,,
ENGAA,2018,Section 1,32,29,ENGAA 2018 Section 1.pdf,ENGAA 2018 Section 1.pdf#page=29,ENGAA-2018-Section-1-Solutions.pdf#page=27,,,,,,,,,,,,,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-1.pdf#page=29,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-2-Solutions.pdf#page=27,,
ENGAA,2018,Section 1,33,30,ENGAA 2018 Section 1.pdf,ENGAA 2018 Section 1.pdf#page=30,ENGAA-2018-Section-1-Solutions.pdf#page=28,,,,,,,,,,,,,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-1.pdf#page=30,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-2-Solutions.pdf#page=28,,
ENGAA,2018,Section 1,34,30,ENGAA 2018 Section 1.pdf,ENGAA 2018 Section 1.pdf#page=30,ENGAA-2018-Section-1-Solutions.pdf#page=28,,,,,,,,,,,,,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-1.pdf#page=30,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-2-Solutions.pdf#page=28,,
ENGAA,2018,Section 1,35,31,ENGAA 2018 Section 1.pdf,ENGAA 2018 Section 1.pdf#page=31,ENGAA-2018-Section-1-Solutions.pdf#page=29,,,,,,,,,,,,,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-1.pdf#page=31,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-2-Solutions.pdf#page=29,,
ENGAA,2018,Section 1,36,32,ENGAA 2018 Section 1.pdf,ENGAA 2018 Section 1.pdf#page=32,ENGAA-2018-Section-1-Solutions.pdf#page=30,,,,,,,,,,,,,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-1.pdf#page=32,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-2-Solutions.pdf#page=30,,
ENGAA,2018,Section 1,37,32,ENGAA 2018 Section 1.pdf,ENGAA 2018 Section 1.pdf#page=32,ENGAA-2018-Section-1-Solutions.pdf#page=30,,,,,,,,,,,,,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-1.pdf#page=32,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-2-Solutions.pdf#page=30,,
ENGAA,2018,Section 1,38,33,ENGAA 2018 Section 1.pdf,ENGAA 2018 Section 1.pdf#page=33,ENGAA-2018-Section-1-Solutions.pdf#page=31,,,,,,,,,,,,,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-1.pdf#page=33,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-2-Solutions.pdf#page=31,,
ENGAA,2018,Section 1,39,33,ENGAA 2018 Section 1.pdf,ENGAA 2018 Section 1.pdf#page=33,ENGAA-2018-Section-1-Solutions.pdf#page=31,,,,,,,,,,,,,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-1.pdf#page=33,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-2-Solutions.pdf#page=31,,
ENGAA,2018,Section 1,40,34,ENGAA 2018 Section 1.pdf,ENGAA 2018 Section 1.pdf#page=34,ENGAA-2018-Section-1-Solutions.pdf#page=32,,,,,,,,,,,,,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-1.pdf#page=34,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-2-Solutions.pdf#page=32,,
ENGAA,2018,Section 1,41,34,ENGAA 2018 Section 1.pdf,ENGAA 2018 Section 1.pdf#page=34,ENGAA-2018-Section-1-Solutions.pdf#page=32,,,,,,,,,,,,,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-1.pdf#page=34,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-2-Solutions.pdf#page=32,,
ENGAA,2018,Section 1,42,35,ENGAA 2018 Section 1.pdf,ENGAA 2018 Section 1.pdf#page=35,ENGAA-2018-Section-1-Solutions.pdf#page=33,,,,,,,,,,,,,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-1.pdf#page=35,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-2-Solutions.pdf#page=33,,
ENGAA,2018,Section 1,43,35,ENGAA 2018 Section 1.pdf,ENGAA 2018 Section 1.pdf#page=35,ENGAA-2018-Section-1-Solutions.pdf#page=33,,,,,,,,,,,,,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-1.pdf#page=35,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-2-Solutions.pdf#page=33,,
ENGAA,2018,Section 1,44,36,ENGAA 2018 Section 1.pdf,ENGAA 2018 Section 1.pdf#page=36,ENGAA-2018-Section-1-Solutions.pdf#page=34,,,,,,,,,,,,,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-1.pdf#page=36,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-2-Solutions.pdf#page=34,,
ENGAA,2018,Section 1,45,37,ENGAA 2018 Section 1.pdf,ENGAA 2018 Section 1.pdf#page=37,ENGAA-2018-Section-1-Solutions.pdf#page=35,,,,,,,,,,,,,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-1.pdf#page=37,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-2-Solutions.pdf#page=35,,
ENGAA,2018,Section 1,46,37,ENGAA 2018 Section 1.pdf,ENGAA 2018 Section 1.pdf#page=37,ENGAA-2018-Section-1-Solutions.pdf#page=35,,,,,,,,,,,,,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-1.pdf#page=37,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-2-Solutions.pdf#page=35,,
ENGAA,2018,Section 1,47,38,ENGAA 2018 Section 1.pdf,ENGAA 2018 Section 1.pdf#page=38,ENGAA-2018-Section-1-Solutions.pdf#page=36,,,,,,,,,,,,,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-1.pdf#page=38,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-2-Solutions.pdf#page=36,,
ENGAA,2018,Section 1,48,39,ENGAA 2018 Section 1.pdf,ENGAA 2018 Section 1.pdf#page=39,ENGAA-2018-Section-1-Solutions.pdf#page=37,,,,,,,,,,,,,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-1.pdf#page=39,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-2-Solutions.pdf#page=37,,
ENGAA,2018,Section 1,49,40,ENGAA 2018 Section 1.pdf,ENGAA 2018 Section 1.pdf#page=40,ENGAA-2018-Section-1-Solutions.pdf#page=38,,,,,,,,,,,,,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-1.pdf#page=40,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-2-Solutions.pdf#page=38,,
ENGAA,2018,Section 1,50,40,ENGAA 2018 Section 1.pdf,ENGAA 2018 Section 1.pdf#page=40,ENGAA-2018-Section-1-Solutions.pdf#page=38,,,,,,,,,,,,,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-1.pdf#page=40,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-2-Solutions.pdf#page=38,,
ENGAA,2018,Section 1,51,41,ENGAA 2018 Section 1.pdf,ENGAA 2018 Section 1.pdf#page=41,ENGAA-2018-Section-1-Solutions.pdf#page=39,,,,,,,,,,,,,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-1.pdf#page=41,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-2-Solutions.pdf#page=39,,
ENGAA,2018,Section 1,52,42,ENGAA 2018 Section 1.pdf,ENGAA 2018 Section 1.pdf#page=42,ENGAA-2018-Section-1-Solutions.pdf#page=40,,,,,,,,,,,,,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-1.pdf#page=42,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-2-Solutions.pdf#page=40,,
ENGAA,2018,Section 1,53,43,ENGAA 2018 Section 1.pdf,ENGAA 2018 Section 1.pdf#page=43,ENGAA-2018-Section-1-Solutions.pdf#page=41,,,,,,,,,,,,,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-1.pdf#page=43,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-2-Solutions.pdf#page=41,,
ENGAA,2018,Section 1,54,43,ENGAA 2018 Section 1.pdf,ENGAA 2018 Section 1.pdf#page=43,ENGAA-2018-Section-1-Solutions.pdf#page=41,,,,,,,,,,,,,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-1.pdf#page=43,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-2-Solutions.pdf#page=41,,
ENGAA,2018,Section 2,0,8,ENGAA 2018 Section 2.pdf,ENGAA 2018 Section 2.pdf#page=8,ENGAA 2018 Section 2 Solutions.pdf#page=7,,,,,,,,,,,,,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-2.pdf#page=8,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2016-Section-1-Solutions.pdf#page=7,,
ENGAA,2018,Section 2,1,3,ENGAA 2018 Section 2.pdf,ENGAA 2018 Section 2.pdf#page=3,ENGAA 2018 Section 2 Solutions.pdf#page=2,,,,,,,,,,,,,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-2.pdf#page=3,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2016-Section-1-Solutions.pdf#page=2,,
ENGAA,2018,Section 2,2,4,ENGAA 2018 Section 2.pdf,ENGAA 2018 Section 2.pdf#page=4,ENGAA 2018 Section 2 Solutions.pdf#page=3,,,,,,,,,,,,,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-2.pdf#page=4,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2016-Section-1-Solutions.pdf#page=3,,
ENGAA,2018,Section 2,3,5,ENGAA 2018 Section 2.pdf,ENGAA 2018 Section 2.pdf#page=5,ENGAA 2018 Section 2 Solutions.pdf#page=4,,,,,,,,,,,,,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-2.pdf#page=5,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2016-Section-1-Solutions.pdf#page=4,,
ENGAA,2018,Section 2,4,6,ENGAA 2018 Section 2.pdf,ENGAA 2018 Section 2.pdf#page=6,ENGAA 2018 Section 2 Solutions.pdf#page=5,,,,,,,,,,,,,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-2.pdf#page=6,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2016-Section-1-Solutions.pdf#page=5,,
ENGAA,2018,Section 2,5,7,ENGAA 2018 Section 2.pdf,ENGAA 2018 Section 2.pdf#page=7,ENGAA 2018 Section 2 Solutions.pdf#page=6,,,,,,,,,,,,,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-2.pdf#page=7,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2016-Section-1-Solutions.pdf#page=6,,
ENGAA,2018,Section 2,6,8,ENGAA 2018 Section 2.pdf,ENGAA 2018 Section 2.pdf#page=8,ENGAA 2018 Section 2 Solutions.pdf#page=7,,,,,,,,,,,,,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-2.pdf#page=8,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2016-Section-1-Solutions.pdf#page=7,,
ENGAA,2018,Section 2,7,9,ENGAA 2018 Section 2.pdf,ENGAA 2018 Section 2.pdf#page=9,ENGAA 2018 Section 2 Solutions.pdf#page=8,,,,,,,,,,,,,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-2.pdf#page=9,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2016-Section-1-Solutions.pdf#page=8,,
ENGAA,2018,Section 2,8,10,ENGAA 2018 Section 2.pdf,ENGAA 2018 Section 2.pdf#page=10,ENGAA 2018 Section 2 Solutions.pdf#page=9,,,,,,,,,,,,,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-2.pdf#page=10,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2016-Section-1-Solutions.pdf#page=9,,
ENGAA,2018,Section 2,9,11,ENGAA 2018 Section 2.pdf,ENGAA 2018 Section 2.pdf#page=11,ENGAA 2018 Section 2 Solutions.pdf#page=10,,,,,,,,,,,,,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-2.pdf#page=11,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2016-Section-1-Solutions.pdf#page=10,,
ENGAA,2018,Section 2,10,12,ENGAA 2018 Section 2.pdf,ENGAA 2018 Section 2.pdf#page=12,ENGAA 2018 Section 2 Solutions.pdf#page=11,,,,,,,,,,,,,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-2.pdf#page=12,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2016-Section-1-Solutions.pdf#page=11,,
ENGAA,2018,Section 2,11,13,ENGAA 2018 Section 2.pdf,ENGAA 2018 Section 2.pdf#page=13,ENGAA 2018 Section 2 Solutions.pdf#page=12,,,,,,,,,,,,,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-2.pdf#page=13,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2016-Section-1-Solutions.pdf#page=12,,
ENGAA,2018,Section 2,12,14,ENGAA 2018 Section 2.pdf,ENGAA 2018 Section 2.pdf#page=14,ENGAA 2018 Section 2 Solutions.pdf#page=13,,,,,,,,,,,,,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-2.pdf#page=14,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2016-Section-1-Solutions.pdf#page=13,,
ENGAA,2018,Section 2,13,15,ENGAA 2018 Section 2.pdf,ENGAA 2018 Section 2.pdf#page=15,ENGAA 2018 Section 2 Solutions.pdf#page=14,,,,,,,,,,,,,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-2.pdf#page=15,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2016-Section-1-Solutions.pdf#page=14,,
ENGAA,2018,Section 2,14,16,ENGAA 2018 Section 2.pdf,ENGAA 2018 Section 2.pdf#page=16,ENGAA 2018 Section 2 Solutions.pdf#page=15,,,,,,,,,,,,,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-2.pdf#page=16,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2016-Section-1-Solutions.pdf#page=15,,
ENGAA,2018,Section 2,15,17,ENGAA 2018 Section 2.pdf,ENGAA 2018 Section 2.pdf#page=17,ENGAA 2018 Section 2 Solutions.pdf#page=16,,,,,,,,,,,,,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-2.pdf#page=17,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2016-Section-1-Solutions.pdf#page=16,,
ENGAA,2018,Section 2,16,18,ENGAA 2018 Section 2.pdf,ENGAA 2018 Section 2.pdf#page=18,ENGAA 2018 Section 2 Solutions.pdf#page=17,,,,,,,,,,,,,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-2.pdf#page=18,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2016-Section-1-Solutions.pdf#page=17,,
ENGAA,2018,Section 2,17,19,ENGAA 2018 Section 2.pdf,ENGAA 2018 Section 2.pdf#page=19,ENGAA 2018 Section 2 Solutions.pdf#page=19,,,,,,,,,,,,,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-2.pdf#page=19,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2016-Section-1-Solutions.pdf#page=19,,
ENGAA,2018,Section 2,18,20,ENGAA 2018 Section 2.pdf,ENGAA 2018 Section 2.pdf#page=20,ENGAA 2018 Section 2 Solutions.pdf#page=20,,,,,,,,,,,,,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2018-Section-2.pdf#page=20,https://tb861123.github.io/ESAT-PAT-GOT/docs/ENGAA-2016-Section-1-Solutions.pdf#page=20,,
